PACKET_ID,PACKET_TYPE,CONTROL_PACKET_TYPE/APP_NAME,DESTINATION_ID,TRANSMITTER_ID,RECEIVER_ID,SEQ_NO,isSyn,isAck,isFin,SEGMENT_LEN
1,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,264606,FALSE,FALSE,FALSE,1460
1,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,263146,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,250751,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,250751,FALSE,TRUE,FALSE,0
1,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,266066,FALSE,FALSE,FALSE,1460
1,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,264606,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,250751,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,250751,FALSE,TRUE,FALSE,0
1,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,267526,FALSE,FALSE,FALSE,1460
1,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,266066,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,250751,FALSE,TRUE,FALSE,0
1,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,268986,FALSE,FALSE,FALSE,1020
0,Control_Packet,TCP_FIN,NODE-2,NODE-1,ROUTER-3,270006,FALSE,FALSE,TRUE,0
1,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,267526,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,250751,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,250751,FALSE,TRUE,FALSE,0
1,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,268986,FALSE,FALSE,FALSE,1020
0,Control_Packet,TCP_FIN,NODE-2,ROUTER-3,NODE-2,270006,FALSE,FALSE,TRUE,0
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,250751,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,250751,FALSE,TRUE,TRUE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,250751,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_FIN,NODE-1,NODE-2,ROUTER-3,250751,FALSE,FALSE,TRUE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,250751,FALSE,TRUE,TRUE,0
0,Control_Packet,TCP_FIN,NODE-1,ROUTER-3,NODE-1,250751,FALSE,FALSE,TRUE,0
0,Control_Packet,TCP_ACK,NODE-2,NODE-1,ROUTER-3,270007,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-2,ROUTER-3,NODE-2,270007,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_SYN,NODE-1,NODE-2,ROUTER-3,500047,TRUE,FALSE,FALSE,0
0,Control_Packet,TCP_SYN,NODE-1,ROUTER-3,NODE-1,500047,TRUE,FALSE,FALSE,0
0,Control_Packet,TCP_SYNACK,NODE-2,NODE-1,ROUTER-3,500052,TRUE,TRUE,FALSE,0
0,Control_Packet,TCP_SYNACK,NODE-2,ROUTER-3,NODE-2,500052,TRUE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500048,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500048,FALSE,TRUE,FALSE,0
0,HTTP,HTTP_REQUEST,NODE-1,NODE-2,ROUTER-3,500048,FALSE,FALSE,FALSE,750
0,HTTP,HTTP_REQUEST,NODE-1,ROUTER-3,NODE-1,500048,FALSE,FALSE,FALSE,750
0,Control_Packet,TCP_ACK,NODE-2,NODE-1,ROUTER-3,500053,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-2,ROUTER-3,NODE-2,500053,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,500053,FALSE,FALSE,FALSE,1460
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,501513,FALSE,FALSE,FALSE,1460
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,500053,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,502973,FALSE,FALSE,FALSE,1460
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,501513,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,504433,FALSE,FALSE,FALSE,1460
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,502973,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,505893,FALSE,FALSE,FALSE,1460
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,504433,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,507353,FALSE,FALSE,FALSE,1460
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,505893,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,508813,FALSE,FALSE,FALSE,1460
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,507353,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,510273,FALSE,FALSE,FALSE,1460
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,508813,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,511733,FALSE,FALSE,FALSE,1460
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,510273,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,513193,FALSE,FALSE,FALSE,1460
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,511733,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,514653,FALSE,FALSE,FALSE,1460
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,513193,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,516113,FALSE,FALSE,FALSE,1460
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,514653,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,517573,FALSE,FALSE,FALSE,1460
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,516113,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,519033,FALSE,FALSE,FALSE,1020
0,Control_Packet,TCP_FIN,NODE-2,NODE-1,ROUTER-3,520053,FALSE,FALSE,TRUE,0
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,517573,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
2,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,519033,FALSE,FALSE,FALSE,1020
0,Control_Packet,TCP_FIN,NODE-2,ROUTER-3,NODE-2,520053,FALSE,FALSE,TRUE,0
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,500798,FALSE,TRUE,TRUE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_FIN,NODE-1,NODE-2,ROUTER-3,500798,FALSE,FALSE,TRUE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,500798,FALSE,TRUE,TRUE,0
0,Control_Packet,TCP_FIN,NODE-1,ROUTER-3,NODE-1,500798,FALSE,FALSE,TRUE,0
0,Control_Packet,TCP_ACK,NODE-2,NODE-1,ROUTER-3,520054,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-2,ROUTER-3,NODE-2,520054,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_SYN,NODE-1,NODE-2,ROUTER-3,750094,TRUE,FALSE,FALSE,0
0,Control_Packet,TCP_SYN,NODE-1,ROUTER-3,NODE-1,750094,TRUE,FALSE,FALSE,0
0,Control_Packet,TCP_SYNACK,NODE-2,NODE-1,ROUTER-3,750099,TRUE,TRUE,FALSE,0
0,Control_Packet,TCP_SYNACK,NODE-2,ROUTER-3,NODE-2,750099,TRUE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750095,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750095,FALSE,TRUE,FALSE,0
0,HTTP,HTTP_REQUEST,NODE-1,NODE-2,ROUTER-3,750095,FALSE,FALSE,FALSE,750
0,HTTP,HTTP_REQUEST,NODE-1,ROUTER-3,NODE-1,750095,FALSE,FALSE,FALSE,750
0,Control_Packet,TCP_ACK,NODE-2,NODE-1,ROUTER-3,750100,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-2,ROUTER-3,NODE-2,750100,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,750100,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,751560,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,750100,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,753020,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,751560,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,754480,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,753020,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,755940,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,754480,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,757400,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,755940,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,758860,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,757400,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,760320,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,758860,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,761780,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,760320,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,763240,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,761780,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,764700,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,763240,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,766160,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,764700,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,767620,FALSE,FALSE,FALSE,1460
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,766160,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,769080,FALSE,FALSE,FALSE,1020
0,Control_Packet,TCP_FIN,NODE-2,NODE-1,ROUTER-3,770100,FALSE,FALSE,TRUE,0
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,767620,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,769080,FALSE,FALSE,FALSE,1020
3,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,761780,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_FIN,NODE-2,ROUTER-3,NODE-2,770100,FALSE,FALSE,TRUE,0
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,750845,FALSE,TRUE,TRUE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_FIN,NODE-1,NODE-2,ROUTER-3,750845,FALSE,FALSE,TRUE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,750845,FALSE,TRUE,TRUE,0
0,Control_Packet,TCP_FIN,NODE-1,ROUTER-3,NODE-1,750845,FALSE,FALSE,TRUE,0
0,Control_Packet,TCP_ACK,NODE-2,NODE-1,ROUTER-3,770101,FALSE,TRUE,FALSE,0
3,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,761780,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-2,ROUTER-3,NODE-2,770101,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_SYN,NODE-1,NODE-2,ROUTER-3,1000141,TRUE,FALSE,FALSE,0
0,Control_Packet,TCP_SYN,NODE-1,ROUTER-3,NODE-1,1000141,TRUE,FALSE,FALSE,0
0,Control_Packet,TCP_SYNACK,NODE-2,NODE-1,ROUTER-3,1000147,TRUE,TRUE,FALSE,0
0,Control_Packet,TCP_SYNACK,NODE-2,ROUTER-3,NODE-2,1000147,TRUE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,1000142,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,1000142,FALSE,TRUE,FALSE,0
0,HTTP,HTTP_REQUEST,NODE-1,NODE-2,ROUTER-3,1000142,FALSE,FALSE,FALSE,750
0,HTTP,HTTP_REQUEST,NODE-1,ROUTER-3,NODE-1,1000142,FALSE,FALSE,FALSE,750
0,Control_Packet,TCP_ACK,NODE-2,NODE-1,ROUTER-3,1000148,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-2,ROUTER-3,NODE-2,1000148,FALSE,TRUE,FALSE,0
4,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,1000148,FALSE,FALSE,FALSE,1460
4,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,1001608,FALSE,FALSE,FALSE,1460
4,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,1000148,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,1000892,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,1000892,FALSE,TRUE,FALSE,0
4,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,1003068,FALSE,FALSE,FALSE,1460
4,HTTP,APP1_HTTP,NODE-2,ROUTER-3,NODE-2,1001608,FALSE,FALSE,FALSE,1460
0,Control_Packet,TCP_ACK,NODE-1,NODE-2,ROUTER-3,1000892,FALSE,TRUE,FALSE,0
0,Control_Packet,TCP_ACK,NODE-1,ROUTER-3,NODE-1,1000892,FALSE,TRUE,FALSE,0
4,HTTP,APP1_HTTP,NODE-2,NODE-1,ROUTER-3,1004528,FALSE,FALSE,FALSE,1460
