PACKET_ID,SEGMENT_ID,PACKET_TYPE,CONTROL_PACKET_TYPE/APP_NAME,SOURCE_ID,DESTINATION_ID,TRANSMITTER_ID,RECEIVER_ID,APP_LAYER_ARRIVAL_TIME(US),TRX_LAYER_ARRIVAL_TIME(US),NW_LAYER_ARRIVAL_TIME(US),MAC_LAYER_ARRIVAL_TIME(US),PHY_LAYER_ARRIVAL_TIME(US),PHY_LAYER_START_TIME(US),PHY_LAYER_END_TIME(US),APP_LAYER_PAYLOAD(Bytes),TRX_LAYER_PAYLOAD(Bytes),NW_LAYER_PAYLOAD(Bytes),MAC_LAYER_PAYLOAD(Bytes),PHY_LAYER_PAYLOAD(Bytes),PHY_LAYER_OVERHEAD(Bytes),PACKET_STATUS,SOURCE_IP,DESTINATION_IP,GATEWAY_IP,NEXT_HOP_IP,
0,N/A,Control_Packet,TOKEN,NODE-2,NODE-3,NODE-2,NODE-3,N/A,N/A,N/A,0.000,0.000,0.000,6.000,N/A,N/A,N/A,0.000,3.000,0.000,Successful,
0,N/A,Control_Packet,TOKEN,NODE-3,NODE-4,NODE-3,NODE-4,N/A,N/A,N/A,0.000,6.000,6.000,12.000,N/A,N/A,N/A,0.000,3.000,0.000,Successful,
0,N/A,Control_Packet,TOKEN,NODE-4,NODE-5,NODE-4,NODE-5,N/A,N/A,N/A,0.000,12.000,12.000,18.000,N/A,N/A,N/A,0.000,3.000,0.000,Successful,
0,N/A,Control_Packet,TOKEN,NODE-5,NODE-6,NODE-5,NODE-6,N/A,N/A,N/A,0.000,18.000,18.000,24.000,N/A,N/A,N/A,0.000,3.000,0.000,Successful,
0,N/A,Control_Packet,TOKEN,NODE-6,NODE-7,NODE-6,NODE-7,N/A,N/A,N/A,0.000,24.000,24.000,30.000,N/A,N/A,N/A,0.000,3.000,0.000,Successful,
0,N/A,Control_Packet,TOKEN,NODE-7,NODE-2,NODE-7,NODE-2,N/A,N/A,N/A,0.000,30.000,30.000,36.000,N/A,N/A,N/A,0.000,3.000,0.000,Successful,
0,N/A,Control_Packet,TOKEN,NODE-2,NODE-3,NODE-2,NODE-3,N/A,N/A,N/A,0.000,36.000,36.000,42.000,N/A,N/A,N/A,0.000,3.000,0.000,Successful,
0,N/A,Control_Packet,TOKEN,NODE-3,NODE-4,NODE-3,NODE-4,N/A,N/A,N/A,0.000,42.000,42.000,48.000,N/A,N/A,N/A,0.000,3.000,0.000,Successful,
0,N/A,Control_Packet,TOKEN,NODE-4,NODE-5,NODE-4,NODE-5,N/A,N/A,N/A,0.000,48.000,48.000,54.000,N/A,N/A,N/A,0.000,3.000,0.000,Successful,
0,N/A,Control_Packet,TOKEN,NODE-5,NODE-6,NODE-5,NODE-6,N/A,N/A,N/A,0.000,54.000,54.000,60.000,N/A,N/A,N/A,0.000,3.000,0.000,Successful,
