#Type=Line
#Heading=Link_2_Throughput
#XLabel=Time (ms)
#Num_Y=1
#YLabel=Throughput (Mbps)
0,0,
33.585572,0.360631,
33.704292,0.708752,
66.918904,0.537965,
67.040984,0.717651,
67.163064,0.896683,
67.285144,1.075066,
67.321544,1.127128,
100.252236,0.877706,
100.374316,0.997307,
100.496396,1.116617,
100.618476,1.235638,
100.685196,1.300132,
133.585568,1.070595,
133.707648,1.160203,
133.829728,1.249648,
133.951808,1.338929,
134.041968,1.404575,
166.918900,1.200487,
167.040980,1.272119,
167.163060,1.343646,
167.255060,1.397339,
200.252232,1.227572,
200.374312,1.287271,
200.381112,1.290142,
233.585564,1.158599,
233.707644,1.209819,
233.829724,1.260986,
233.951804,1.312099,
234.062044,1.358170,
266.876976,1.228701,
300.252228,1.132461,
300.374308,1.172324,
300.496388,1.212154,
300.544068,1.227507,
333.585560,1.142232,
333.707640,1.178109,
333.829720,1.213960,
333.951800,1.249785,
333.981240,1.258202,
366.918892,1.178266,
367.163052,1.210470,
367.285132,1.243045,
367.315932,1.251065,
400.252224,1.178377,
400.374304,1.208269,
400.496384,1.238144,
400.618464,1.267999,
400.654384,1.276612,
433.585556,1.207586,
433.682836,1.229525,
466.918888,1.167946,
467.040968,1.193574,
467.163048,1.219189,
467.285128,1.244790,
467.407208,1.270378,
467.513368,1.292592,
500.252220,1.232210,
500.374300,1.256116,
500.496380,1.280009,
500.618460,1.303891,
500.740540,1.327761,
500.862620,1.351620,
500.877740,1.354406,
533.569393,1.292608,
566.918885,1.237934,
567.040965,1.259027,
567.154405,1.278608,
600.252217,1.228284,
600.374297,1.248208,
600.496377,1.268124,
600.618457,1.288032,
600.740537,1.307932,
600.754377,1.310046,
633.585549,1.261279,
633.707629,1.280149,
633.829709,1.299011,
633.925469,1.313770,
666.918881,1.266937,
667.040961,1.284863,
667.092641,1.292366,
700.252213,1.248464,
700.374293,1.265540,
700.496373,1.282610,
700.618453,1.299675,
700.740533,1.316733,
700.841173,1.330767,
733.585545,1.287877,
733.707625,1.304171,
733.829705,1.320459,
733.951785,1.336742,
734.073865,1.353019,
734.140985,1.361907,
766.918877,1.319493,
767.040957,1.335073,
767.163037,1.350649,
767.285117,1.366220,
767.371197,1.377159,
800.252209,1.335709,
800.374289,1.350638,
800.418529,1.355971,
833.585541,1.316549,
833.707621,1.330884,
833.829701,1.345215,
833.951781,1.359541,
834.073861,1.373864,
834.195941,1.388182,
834.245781,1.393959,
866.918873,1.355393,
867.040953,1.369172,
867.163033,1.382946,
867.285113,1.396717,
867.407193,1.410484,
867.529273,1.424247,
867.651353,1.438006,
867.665273,1.439477,
900.252205,1.400825,
900.374285,1.414087,
900.496365,1.427346,
900.618445,1.440601,
900.740525,1.453853,
900.862605,1.467101,
900.911245,1.472314,
933.585537,1.433758,
933.641537,1.439567,
966.918869,1.402550,
967.040949,1.414898,
967.163029,1.427242,
967.285109,1.439584,
967.407189,1.451922,
967.529269,1.464258,
967.651349,1.476590,
967.676069,1.479007,
1000.252201,1.442948,
1000.260681,1.443688,
